name,state,pop
Ashtabula County Technical and Career Campus,OH,130.0
Auburn Career Center,OH,167.0
Aultman College of Nursing and Health Sciences,OH,356.0
Baldwin Wallace University,OH,3276.0
Belmont College,OH,985.0
Bluffton University,OH,896.0
Fortis College-Ravenna,OH,269.0
Bowling Green State University-Firelands,OH,1573.0
Bowling Green State University-Main Campus,OH,13697.0
Bryant & Stratton College-Parma,OH,541.0
Buckeye Hills Career Center,OH,159.0
Butler Tech-D Russel Lee Career Center,OH,370.0
Canton City Schools Adult Career and Technical Education,OH,104.0
Capital University,OH,2636.0
Carousel Beauty College-Middletown,OH,24.0
Carousel Beauty College-Dayton,OH,28.0
Carousel of Miami Valley Beauty College,OH,37.0
Case Western Reserve University,OH,4807.0
Cedarville University,OH,3082.0
Central Ohio Technical College,OH,3068.0
Central School of Practical Nursing,OH,118.0
Central State University,OH,1728.0
Chatfield College,OH,318.0
Choffin Career  and Technical Center,OH,160.0
The Christ College of Nursing and Health Sciences,OH,712.0
Cincinnati Christian University,OH,602.0
Cincinnati College of Mortuary Science,OH,85.0
University of Cincinnati-Main Campus,OH,23795.0
Cincinnati State Technical and Community College,OH,8965.0
University of Cincinnati-Clermont College,OH,2816.0
University of Cincinnati-Blue Ash College,OH,4790.0
Ohio Christian University,OH,3306.0
Clark State Community College,OH,4844.0
Scott College of Cosmetology,WV,77.0
Cleveland Institute of Art,OH,551.0
Cleveland Institute of Dental-Medical Assistants-Cleveland,OH,89.0
Cleveland Institute of Music,OH,236.0
Cleveland State University,OH,11308.0
Columbiana County Career and Technical Center,OH,135.0
Bradford School,OH,443.0
Columbus College of Art and Design,OH,1193.0
Columbus State Community College,OH,12519.0
Cuyahoga Community College District,OH,14466.0
Dayton Barber College,OH,55.0
University of Dayton,OH,8305.0
Defiance College,OH,801.0
Denison University,OH,2265.0
Eastern Hills Academy of Hair Design,OH,58.0
Edison State Community College,OH,1971.0
EHOVE Career Center,OH,326.0
Bryant & Stratton College-Cleveland,OH,475.0
Regency Beauty Institute-Cleveland,OH,98.0
The University of Findlay,OH,2767.0
Franklin University,OH,4592.0
Gerbers Akron Beauty School,OH,60.0
Gods Bible School and College,OH,257.0
Good Samaritan College of Nursing and Health Science,OH,353.0
Great Oaks Career Campuses,OH,230.0
Hannah E Mullins School of Practical Nursing,OH,73.0
Adult and Community Education-Hudson,OH,109.0
Hebrew Union College-Jewish Institute of Religion,NY,
Heidelberg University,OH,1096.0
Hiram College,OH,1217.0
Hobart Institute of Welding Technology,OH,322.0
Hocking College,OH,3345.0
American School of Technology,OH,280.0
Ross Medical Education Center-Cincinnati,OH,122.0
International College of Broadcasting,OH,74.0
ITT Technical Institute-Dayton,OH,309.0
Eastern Gateway Community College,OH,2514.0
John Carroll University,OH,3069.0
Hondros College,OH,1924.0
Casal Aveda Institute,OH,60.0
Kent State University at Ashtabula,OH,2128.0
Kent State University at East Liverpool,OH,1370.0
Kent State University at Stark,OH,4449.0
Kent State University at Trumbull,OH,2711.0
Kent State University at Tuscarawas,OH,1942.0
Kent State University at Salem,OH,1686.0
Kent State University at Kent,OH,22530.0
Kent State University at Geauga,OH,2491.0
Kenyon College,OH,1651.0
Kettering College,OH,668.0
Lake Erie College,OH,761.0
Lakeland Community College,OH,6191.0
O C Collins Career Center,OH,452.0
James A Rhodes State College,OH,2627.0
Ohio Business College-Sheffield,OH,420.0
Ohio Business College-Sandusky,OH,264.0
Lorain County Community College,OH,9783.0
Lourdes University,OH,1449.0
Malone University,OH,1496.0
Marietta College,OH,1336.0
Marion Technical College,OH,1792.0
Medina County Career Center,OH,81.0
Mercy College of Ohio,OH,1193.0
Methodist Theological School in Ohio,OH,
Miami University-Hamilton,OH,3187.0
Miami University-Middletown,OH,1607.0
Miami University-Oxford,OH,15454.0
Miami-Jacobs Career College-Dayton,OH,159.0
Moler Hollywood Beauty Academy,OH,89.0
Miami Valley Career Technology Center,OH,280.0
Mount Carmel College of Nursing,OH,926.0
University of Mount Union,OH,2144.0
Mount Vernon Nazarene University,OH,1706.0
Mount Saint Joseph University,OH,1463.0
Zane State College,OH,2063.0
Muskingum University,OH,1598.0
Fortis College-Cuyahoga Falls,OH,526.0
Brown Mackie College-North Canton,OH,471.0
National Beauty College,OH,46.0
North Central State College,OH,2242.0
Northern Institute of Cosmetology,OH,37.0
Northwest State Community College,OH,1728.0
Toledo Public Schools Adult and Continuing Education,OH,123.0
Notre Dame College,OH,1820.0
Northeast Ohio Medical University,OH,
University of Northwestern Ohio,OH,4034.0
Oberlin College,OH,2961.0
Ohio College of Massotherapy Inc,OH,72.0
Ohio Technical College,OH,1073.0
Ohio Dominican University,OH,1350.0
Brightwood College-Dayton,OH,317.0
Ohio Northern University,OH,2234.0
Ohio State University Agricultural Technical Institute,OH,688.0
Ohio State University-Lima Campus,OH,988.0
Ohio State University-Mansfield Campus,OH,1092.0
Ohio State University-Marion Campus,OH,1146.0
Ohio State University-Newark Campus,OH,2311.0
Ohio State Beauty Academy,OH,148.0
Ohio State College of Barber Styling,OH,197.0
The Spa School,OH,89.0
Ohio State School of Cosmetology-Canal Winchester,OH,131.0
Ohio State University-Main Campus,OH,43733.0
Ohio University-Eastern Campus,OH,953.0
Ohio University-Chillicothe Campus,OH,2182.0
Ohio University-Southern Campus,OH,1852.0
Ohio University-Lancaster Campus,OH,2256.0
Ohio University-Main Campus,OH,23390.0
Ohio University-Zanesville Campus,OH,1944.0
Ohio Valley College of Technology,OH,146.0
Trinity Health System School of Nursing,OH,98.0
Ohio Wesleyan University,OH,1725.0
Otterbein University,OH,2271.0
Owens Community College,OH,11363.0
Paramount Beauty Academy,OH,97.0
Cuyahoga Valley Career Center,OH,106.0
Payne Theological Seminary,OH,
Pontifical College Josephinum,OH,129.0
Professional Skills Institute,OH,286.0
Firelands Regional Medical Center School of Nursing,OH,89.0
Rabbinical College Telshe,OH,48.0
Raphael's School of Beauty Culture Inc-Niles,OH,109.0
Fortis College-Centerville,OH,1645.0
University of Rio Grande,OH,1329.0
Advertising Art Educational Services DBA School of Advertising Art,OH,139.0
Shawnee State University,OH,3753.0
Sinclair Community College,OH,16090.0
Gallipolis Career College,OH,96.0
Daymar College-New Boston,OH,52.0
Daymar College-Jackson,OH,34.0
Daymar College-Lancaster,OH,45.0
Daymar College-Chillicothe,OH,38.0
Brown Mackie College-Cincinnati,OH,918.0
Brown Mackie College-Akron,OH,533.0
Stark State College,OH,11319.0
Stautzenberger College-Maumee,OH,708.0
Franciscan University of Steubenville,OH,2065.0
Southern State Community College,OH,1952.0
Terra State Community College,OH,2015.0
Tiffin Academy of Hair Design,OH,56.0
Tiffin University,OH,2603.0
University of Toledo,OH,15182.0
Kaplan Career Institute-Cleveland,OH,91.0
Tri-State Bible College,OH,62.0
Tri-County Adult Career Center,OH,105.0
Tri-Rivers Career Center,OH,142.0
Trinity Lutheran Seminary,OH,
Trumbull Business College,OH,192.0
Union Institute & University,OH,1056.0
United Theological Seminary,OH,
Upper Valley Career Center,OH,108.0
Urbana University,OH,868.0
Ursuline College,OH,694.0
Valley Beauty School,OH,10.0
Virginia Marti College of Art and Design,OH,162.0
Walsh University,OH,2257.0
Washington State Community College,OH,1136.0
Western Hills School of Beauty and Hair Design,OH,206.0
Wilberforce University,OH,364.0
Wilmington College,OH,1196.0
Winebrenner Theological Seminary,OH,
Wittenberg University,OH,1896.0
The College of Wooster,OH,2029.0
Wright State University-Main Campus,OH,12090.0
Wright State University-Lake Campus,OH,954.0
Xavier University,OH,4464.0
ITT Technical Institute-Youngstown,OH,511.0
Youngstown State University,OH,10695.0
American Broadcasting School-Oklahoma City,OK,23.0
Bacone College,OK,939.0
Oklahoma Wesleyan University,OK,1153.0
Southern Nazarene University,OK,1704.0
Broken Arrow Beauty College-Broken Arrow,OK,39.0
Pontotoc Technology Center,OK,106.0
Cameron University,OK,4716.0
Carl Albert State College,OK,2001.0
Central State Beauty and Wellness College,OK,136.0
University of Central Oklahoma,OK,14728.0
Claremore Beauty College,OK,15.0
Connors State College,OK,1814.0
East Central University,OK,3636.0
Eastern Oklahoma State College,OK,1325.0
Redlands Community College,OK,1288.0
Enid Beauty College,OK,38.0
Eves College of Hairstyling,OK,79.0
Hillsdale Free Will Baptist College,OK,226.0
Hollywood Cosmetology Center,OK,6.0
Langston University,OK,2050.0
Murray State College,OK,1838.0
Spartan College of Aeronautics and Technology,OK,849.0
Northeastern State University,OK,6914.0
Beauty Technical College Inc,OK,29.0
Northern Oklahoma College,OK,3383.0
Northeastern Oklahoma A&M College,OK,2021.0
Northwestern Oklahoma State University,OK,1876.0
Oklahoma State University Center for Health Sciences,OK,
Oklahoma Christian University,OK,1938.0
University of Oklahoma-Health Sciences Center,OK,828.0
Oklahoma Panhandle State University,OK,1136.0
Oklahoma State University-Main Campus,OK,20636.0
Oklahoma State University-Oklahoma City,OK,6186.0
Oklahoma Baptist University,OK,1824.0
Oklahoma City Community College,OK,12367.0
Oklahoma City University,OK,1793.0
University of Oklahoma-Norman Campus,OK,20538.0
Oklahoma School of Photography,OK,28.0
Oklahoma State University Institute of Technology,OK,2426.0
Oral Roberts University,OK,2947.0
Tulsa Technology Center-Peoria Campus,OK,553.0
Platt College-Central OKC,OK,134.0
Rogers State University,OK,3611.0
Rose State College,OK,6067.0
St. Gregory's University,OK,596.0
Standard Beauty College of Oklahoma,OK,85.0
University of Science and Arts of Oklahoma,OK,845.0
Seminole State College,OK,1510.0
Southern School of Beauty Inc,OK,28.0
Southeastern Oklahoma State University,OK,3372.0
Southwestern Christian University,OK,774.0
Southwestern Oklahoma State University,OK,4051.0
Tulsa Community College,OK,15593.0
Tulsa Welding School-Tulsa,OK,1054.0
University of Tulsa,OK,3441.0
Virgil's Beauty College,OK,22.0
Indian Capital Technology Center-Tahlequah,OK,309.0
Western Oklahoma State College,OK,1178.0
Woodward Beauty College,OK,39.0
High Plains Technology Center,OK,77.0
Academy of Hair Design-Salem,OR,58.0
Abdill Career College Inc,OR,41.0
Paul Mitchell the School-Portland,OR,150.0
The Art Institute of Portland,OR,1111.0
Beau Monde College of Hair Design,OR,136.0
Blue Mountain Community College,OR,1388.0
Central Oregon Community College,OR,5767.0
Chemeketa Community College,OR,9563.0
Clackamas Community College,OR,6100.0
Clatsop Community College,OR,619.0
College of Hair Design Careers,OR,61.0
Concorde Career College-Portland,OR,804.0
Concordia University-Portland,OR,1243.0
Sumner College,OR,262.0
East West College of the Healing Arts,OR,245.0
Eastern Oregon University,OR,2997.0
Phagans School of Hair Design-Portland,OR,135.0
New Hope Christian College-Eugene,OR,162.0
George Fox University,OR,2494.0
Phagans Grants Pass College of Beauty,OR,46.0
ITT Technical Institute-Portland,OR,565.0
Lane Community College,OR,8370.0
Lewis & Clark College,OR,2039.0
Linfield College-McMinnville Campus,OR,1643.0
Linn-Benton Community College,OR,5213.0
Northwest College-Beaverton,OR,145.0
Marylhurst University,OR,597.0
Phagans Medford Beauty School,OR,54.0
Northwest College-Clackamas,OR,200.0
Mount Angel Seminary,OR,61.0
Mt Hood Community College,OR,8536.0
Multnomah University,OR,418.0
National College of Natural Medicine,OR,
Northwest Nannies Institute,OR,20.0
Northwest Christian University,OR,492.0
Oregon Health & Science University,OR,847.0
Oregon Institute of Technology,OR,3457.0
Oregon College of Art and Craft,OR,146.0
Oregon State University,OR,22925.0
University of Oregon,OR,20252.0
Pacific Northwest College of Art,OR,409.0
Pacific University,OR,1802.0
Phagans Beauty College,OR,56.0
Phagans Central Oregon Beauty College,OR,117.0
Phagans School of Beauty,OR,42.0
Phagans School of Hair Design,OR,181.0
Phagans Salon Academy,OR,17.0
Portland Community College,OR,28549.0
Portland State University,OR,19662.0
University of Portland,OR,3648.0
Reed College,OR,1335.0
Rogue Community College,OR,4316.0
Roseburg Beauty College,OR,48.0
Pioneer Pacific College,OR,1190.0
Springfield College of Beauty,OR,71.0
Southern Oregon University,OR,4397.0
Southwestern Oregon Community College,OR,1650.0
Treasure Valley Community College,OR,2105.0
Umpqua Community College,OR,1069.0
Warner Pacific College,OR,551.0
Corban University,OR,924.0
College of Cosmetology,OR,62.0
Everest College-Portland,OR,161.0
Western Seminary,OR,
Willamette University,OR,2009.0
Western Oregon University,OR,4923.0
University of Western States,OR,63.0
Abington Memorial Hospital Dixon School of Nursing,PA,224.0
Jolie Hair and Beauty Academy-Hazleton,PA,81.0
Keystone Technical Institute,PA,341.0
Bryn Athyn College of the New Church,PA,271.0
Academy of Vocal Arts,PA,
Albright College,PA,2340.0
All-State Career School-Lester,PA,314.0
Community College of Allegheny County,PA,16003.0
Allegheny College,PA,1968.0
Toni & Guy Hairdressing Academy-Allentown,PA,43.0
DeSales University,PA,2383.0
Altoona Beauty School Inc,PA,60.0
Alvernia University,PA,2272.0
Toni & Guy Hairdressing Academy-Ambler,PA,115.0
Antonelli Institute,PA,188.0
The Art Institutes of York-PA,PA,368.0
The Art Institute of Philadelphia,PA,1953.0
Career Training Academy-Lower Burrell,PA,171.0
The Art Institute of Pittsburgh,PA,1279.0
Automotive Training Center-Exton,PA,372.0
Summit University of Pennsylvania,PA,570.0
Community College of Beaver County,PA,1985.0
Arcadia University,PA,2482.0
Biblical Theological Seminary,PA,
Bidwell Training Center Inc,PA,169.0
Bloomsburg University of Pennsylvania,PA,9109.0
Bryn Mawr College,PA,1303.0
Bucknell University,PA,3528.0
Bucks County Community College,PA,8532.0
Bucks County School of Beauty Culture Inc,PA,84.0
Butler Beauty Academy,PA,23.0
Butler County Community College,PA,3217.0
Cabrini University,PA,1334.0
California University of Pennsylvania,PA,6031.0
Cambria-Rowe Business College-Johnstown,PA,136.0
Carlow University,PA,1323.0
Carnegie Mellon University,PA,5819.0
Cedar Crest College,PA,1310.0
Central Penn College,PA,1282.0
Chatham University,PA,597.0
Chestnut Hill College,PA,1428.0
Cheyney University of Pennsylvania,PA,997.0
Brightwood Career Institute-Philadelphia Mills,PA,640.0
Citizens School of Nursing,PA,168.0
Clarion University of Pennsylvania,PA,4744.0
DLP Conemaugh Memorial Medical Center,PA,242.0
Consolidated School of Business-York,PA,107.0
Curtis Institute of Music,PA,132.0
Dean Institute of Technology,PA,166.0
Delaware County Community College,PA,12459.0
Delaware Valley University,PA,1823.0
Dickinson College,PA,2315.0
Pennsylvania State University-Dickinson Law,PA,
Douglas Education Center,PA,267.0
Drexel University,PA,16681.0
Du Bois Business College-Du Bois,PA,90.0
Everest Institute-Pittsburgh,PA,526.0
Duquesne University,PA,5969.0
East Stroudsburg University of Pennsylvania,PA,6125.0
Eastern University,PA,2381.0
Edinboro University of Pennsylvania,PA,5494.0
Elizabethtown College,PA,1754.0
Empire Beauty School-State College,PA,30.0
Empire Beauty School-Lebanon,PA,44.0
Empire Beauty School-York,PA,135.0
Empire Beauty School-Lancaster,PA,83.0
Empire Beauty School-Williamsport,PA,33.0
Empire Beauty School-Shamokin Dam,PA,45.0
Empire Beauty School-Pottsville,PA,50.0
Empire Beauty  School-Lehigh Valley,PA,122.0
Empire Beauty School-Gwinnett,GA,147.0
Empire Beauty School-Wyoming Valley,PA,150.0
Empire Beauty School-Warminster,PA,64.0
Empire Beauty School-Harrisburg,PA,133.0
Empire Beauty School-Reading,PA,111.0
Erie Institute of Technology Inc,PA,232.0
Evangelical Theological Seminary,PA,
Faith Theological Seminary,MD,70.0
Aria Health School of Nursing,PA,217.0
Franklin and Marshall College,PA,2182.0
Gannon University,PA,2763.0
Geneva College,PA,1404.0
Gettysburg College,PA,2437.0
Empire Beauty School-Exton,PA,67.0
Empire Beauty School-Laurel Springs,NJ,94.0
Empire Beauty School-NE Philadelphia,PA,168.0
Gratz College,PA,7.0
Gwynedd Mercy University,PA,1941.0
Harcum College,PA,1505.0
Harrisburg Area Community College-Harrisburg,PA,18349.0
Haverford College,PA,1187.0
Commonwealth Technical Institute,PA,222.0
Holy Family University,PA,1797.0
